"sample_id","side_or_trapnum","watershed","date","dipteran_large","terrestrial_large","caddisfly_large","mayfly_large","stonefly_large","other_large","dipteran_small","terrestrial_small","caddisfly_small","other_small"
"ST200979","B","4",2020-08-31,NA,4,1,NA,NA,3,5,8,NA,8
"ST200980","B","4",2020-08-31,1,4,NA,NA,NA,NA,7,6,1,8
"ST201016","A","4",2020-09-08,NA,NA,NA,NA,1,NA,7,12,NA,9
"ST201017","A","4",2020-09-08,NA,NA,NA,NA,NA,NA,9,5,NA,5
"ST201018","A","4",2020-09-08,NA,1,NA,NA,NA,NA,12,13,NA,13
"ST201019","A","4",2020-09-08,1,NA,1,NA,NA,NA,8,4,1,3
"ST201020","A","4",2020-09-08,1,NA,NA,NA,NA,1,4,7,NA,10
"ST201016","B","4",2020-09-08,NA,NA,NA,NA,1,NA,10,12,NA,12
"ST201017","B","4",2020-09-08,NA,1,NA,NA,NA,NA,5,9,NA,8
"ST201018","B","4",2020-09-08,1,NA,NA,NA,NA,NA,5,3,NA,5
"ST201019","B","4",2020-09-08,NA,1,NA,NA,NA,NA,7,8,NA,10
"ST201020","B","4",2020-09-08,1,2,NA,1,NA,1,9,12,1,4
"ST201056","A","4",2020-09-14,NA,NA,NA,NA,NA,NA,6,4,NA,1
"ST201057","A","4",2020-09-14,1,3,NA,NA,NA,NA,5,4,NA,2
"ST201058","A","4",2020-09-14,NA,2,NA,1,NA,NA,5,6,NA,4
"ST201059","A","4",2020-09-14,2,1,NA,NA,NA,NA,5,8,1,6
"ST201060","A","4",2020-09-14,NA,NA,NA,NA,1,NA,5,6,NA,2
"ST201056","B","4",2020-09-14,NA,1,NA,NA,NA,NA,8,8,NA,9
"ST201057","B","4",2020-09-14,1,NA,1,NA,NA,NA,10,4,NA,3
"ST201058","B","4",2020-09-14,NA,NA,NA,NA,NA,1,3,5,NA,NA
"ST201059","B","4",2020-09-14,1,NA,NA,NA,NA,NA,6,7,NA,2
"ST201060","B","4",2020-09-14,NA,NA,NA,NA,NA,NA,2,8,NA,2
"ST201096","A","4",2020-09-21,NA,2,NA,NA,NA,NA,4,2,1,1
"ST201097","A","4",2020-09-21,1,1,NA,NA,NA,1,6,2,NA,3
"ST201098","A","4",2020-09-21,4,NA,NA,NA,NA,NA,4,3,NA,3
"ST201099","A","4",2020-09-21,NA,1,NA,1,NA,NA,18,9,NA,7
"ST201100","A","4",2020-09-21,3,1,NA,NA,NA,NA,4,7,NA,9
"ST201096","B","4",2020-09-21,5,1,NA,NA,NA,NA,17,12,NA,3
"ST201097","B","4",2020-09-21,NA,NA,NA,NA,NA,NA,9,12,NA,5
"ST201098","B","4",2020-09-21,1,2,NA,NA,NA,NA,NA,6,NA,4
"ST201099","B","4",2020-09-21,NA,2,NA,1,NA,NA,9,10,NA,4
"ST201100","B","4",2020-09-21,1,NA,NA,NA,NA,NA,11,8,NA,3
"ST201136","A","4",2020-09-28,NA,NA,NA,NA,NA,1,4,9,NA,4
"ST201137","A","4",2020-09-28,NA,NA,NA,NA,NA,1,8,1,NA,5
"ST201138","A","4",2020-09-28,1,NA,1,NA,NA,NA,8,2,NA,9
"ST201139","A","4",2020-09-28,4,1,NA,NA,NA,NA,6,5,NA,9
"ST201140","A","4",2020-09-28,1,NA,1,NA,NA,NA,14,11,NA,11
"ST201136","B","4",2020-09-28,3,1,NA,NA,NA,1,9,6,NA,14
"ST201137","B","4",2020-09-28,3,NA,1,NA,NA,1,13,5,NA,10
"ST201138","B","4",2020-09-28,1,NA,NA,NA,NA,1,23,13,1,7
"ST201139","B","4",2020-09-28,2,NA,NA,1,NA,2,18,8,1,6
"ST201140","B","4",2020-09-28,1,2,1,NA,NA,NA,7,8,NA,9
"ST201176","A","4",2020-10-05,NA,NA,NA,NA,NA,NA,7,4,NA,2
"ST201177","A","4",2020-10-05,NA,NA,NA,NA,NA,NA,18,11,NA,6
"ST201178","A","4",2020-10-05,NA,NA,NA,NA,NA,NA,15,11,NA,5
"ST201179","A","4",2020-10-05,1,2,NA,NA,NA,NA,12,14,2,3
"ST201180","A","4",2020-10-05,3,NA,NA,NA,2,NA,2,7,NA,12
"ST201176","B","4",2020-10-05,NA,1,NA,NA,NA,NA,5,7,NA,6
"ST201177","B","4",2020-10-05,NA,1,NA,NA,NA,NA,7,5,NA,3
"ST201178","B","4",2020-10-05,NA,NA,NA,NA,NA,NA,2,9,NA,2
"ST201179","B","4",2020-10-05,NA,NA,NA,NA,NA,NA,9,9,NA,4
"ST201180","B","4",2020-10-05,1,NA,NA,NA,NA,NA,8,5,NA,7
"ST201216","A","4",2020-10-12,NA,NA,NA,NA,NA,NA,3,3,NA,5
"ST201217","A","4",2020-10-12,2,1,NA,NA,NA,NA,12,15,NA,7
"ST201218","A","4",2020-10-12,NA,NA,NA,NA,NA,NA,8,15,NA,4
"ST201219","A","4",2020-10-12,1,NA,NA,NA,NA,NA,3,6,NA,2
"ST201220","A","4",2020-10-12,NA,NA,NA,NA,NA,NA,3,8,NA,2
"ST201216","B","4",2020-10-12,2,NA,NA,NA,NA,NA,6,9,NA,2
"ST201217","B","4",2020-10-12,1,NA,NA,NA,NA,NA,4,5,NA,4
"ST201218","B","4",2020-10-12,NA,NA,NA,NA,NA,NA,5,5,NA,5
"ST201219","B","4",2020-10-12,2,2,NA,NA,NA,NA,10,7,NA,4
"ST201220","B","4",2020-10-12,NA,NA,NA,NA,NA,NA,9,7,NA,4
"ST201256","A","4",2020-10-19,1,NA,NA,NA,NA,NA,8,12,NA,4
"ST201257","A","4",2020-10-19,1,NA,NA,NA,NA,NA,NA,3,NA,NA
"ST201258","A","4",2020-10-19,NA,NA,NA,NA,NA,1,1,NA,NA,2
"ST201259","A","4",2020-10-19,1,1,NA,NA,NA,NA,4,4,NA,NA
"ST201260","A","4",2020-10-19,NA,NA,NA,NA,NA,NA,2,6,NA,4
"ST201256","B","4",2020-10-19,1,NA,NA,NA,NA,NA,6,6,NA,3
"ST201257","B","4",2020-10-19,NA,NA,NA,NA,NA,1,2,5,NA,2
"ST201258","B","4",2020-10-19,2,NA,NA,NA,NA,NA,6,7,NA,1
"ST201259","B","4",2020-10-19,3,NA,NA,NA,NA,NA,3,9,NA,2
"ST201260","B","4",2020-10-19,1,1,NA,NA,NA,NA,NA,8,NA,4
"ST201296","A","4",2020-10-26,5,1,NA,NA,NA,NA,3,12,NA,5
"ST201297","A","4",2020-10-26,1,1,NA,NA,NA,NA,15,15,NA,5
"ST201298","A","4",2020-10-26,NA,NA,NA,NA,NA,NA,3,8,NA,6
"ST201299","A","4",2020-10-26,NA,NA,NA,NA,NA,NA,2,8,NA,3
"ST201300","A","4",2020-10-26,22,1,NA,NA,NA,1,31,30,NA,3
"ST201296","B","4",2020-10-26,NA,NA,NA,NA,NA,NA,6,8,NA,5
"ST201297","B","4",2020-10-26,3,1,NA,NA,NA,NA,2,10,NA,4
"ST201298","B","4",2020-10-26,1,NA,NA,NA,NA,NA,NA,3,NA,8
"ST201299","B","4",2020-10-26,3,NA,NA,NA,NA,NA,2,6,NA,5
"ST201300","B","4",2020-10-26,6,NA,NA,NA,NA,NA,5,10,NA,5
"ST201336","A","4",2020-11-02,1,0,0,0,0,0,2,0,0,0
"ST201337","A","4",2020-11-02,1,0,0,0,0,0,2,0,0,0
"ST201338","A","4",2020-11-02,2,0,0,0,0,0,2,0,0,0
"ST201339","A","4",2020-11-02,1,0,0,0,0,0,3,0,0,1
"ST201340","A","4",2020-11-02,2,0,0,0,0,0,0,0,0,0
"ST201336","B","4",2020-11-02,0,0,0,0,0,0,2,1,0,0
"ST201337","B","4",2020-11-02,0,0,0,0,0,0,1,1,0,0
"ST201338","B","4",2020-11-02,2,0,0,0,0,0,4,0,0,0
"ST201339","B","4",2020-11-02,2,1,0,0,0,0,0,0,0,0
"ST201340","B","4",2020-11-02,1,0,0,0,0,0,4,0,0,1
"ST201376","A","4",2020-11-09,1,2,0,0,0,1,4,7,0,2
"ST201376","B","4",2020-11-09,1,0,0,0,0,0,5,7,0,8
"ST201416","A","4",2020-11-16,3,0,0,0,0,0,6,2,0,7
"ST201416","B","4",2020-11-16,3,0,0,0,0,0,3,1,0,2
"ST201456","A","4",2020-11-22,1,0,0,0,0,0,1,0,0,0
"ST201456","B","4",2020-11-22,1,1,0,0,0,0,1,0,0,0
"ST201496","A","4",2020-11-30,3,0,0,0,0,0,1,0,0,0
"ST201496","B","4",2020-11-30,1,0,0,0,0,0,2,0,0,0
"ST201536","A","4",2020-12-07,0,0,0,0,0,0,1,0,0,0
"ST201536","B","4",2020-12-07,1,0,0,0,0,0,1,0,0,0
"ST200456","A","4",NA,7,NA,NA,NA,2,4,16,11,NA,19
"ST200457","A","4",NA,6,NA,NA,NA,NA,4,25,1,NA,17
"ST200458","A","4",NA,2,NA,NA,NA,1,2,14,NA,NA,24
"ST200459","A","4",NA,1,NA,NA,NA,NA,4,88,NA,NA,28
"ST200460","A","4",NA,2,1,NA,NA,3,5,32,4,NA,35
"ST200496","A","4",NA,3,NA,NA,NA,NA,NA,26,1,NA,21
"ST200497","A","4",NA,2,NA,NA,NA,1,4,21,5,NA,6
"ST200498","A","4",NA,NA,1,NA,NA,NA,2,15,1,NA,4
"ST200499","A","4",NA,2,1,1,NA,NA,1,16,5,NA,14
"ST200500","A","4",NA,1,1,1,NA,1,4,29,2,NA,17
"ST200536","A","4",NA,NA,2,2,NA,NA,3,23,NA,NA,4
"ST200537","A","4",NA,2,NA,NA,NA,2,3,24,7,NA,15
"ST200538","A","4",NA,3,1,NA,NA,NA,NA,8,NA,NA,6
"ST200539","A","4",NA,1,NA,NA,NA,2,2,15,NA,NA,8
"ST200540","A","4",NA,NA,3,NA,NA,1,2,21,1,NA,8
"ST200576","A","4",NA,1,23,NA,NA,2,6,14,28,NA,31
"ST200577","A","4",NA,NA,NA,NA,NA,2,3,13,2,NA,17
"ST200578","A","4",NA,3,5,NA,NA,4,16,48,1,NA,9
"ST200579","A","4",NA,1,4,NA,NA,1,8,17,18,NA,23
"ST200580","A","4",NA,2,7,NA,NA,3,6,16,33,NA,27
"ST200456","B","4",NA,1,1,NA,NA,1,1,16,19,NA,12
"ST200457","B","4",NA,1,NA,NA,NA,1,2,81,1,NA,17
"ST200458","B","4",NA,2,1,NA,NA,2,3,21,NA,NA,20
"ST200459","B","4",NA,2,NA,NA,NA,2,3,27,8,NA,14
"ST200460","B","4",NA,2,NA,NA,NA,NA,2,28,8,NA,20
"ST200496","B","4",NA,5,1,NA,NA,NA,4,35,1,NA,16
"ST200497","B","4",NA,1,1,NA,NA,3,3,23,NA,NA,11
"ST200498","B","4",NA,2,2,NA,NA,2,2,40,NA,NA,15
"ST200499","B","4",NA,3,NA,NA,NA,1,2,18,1,NA,21
"ST200500","B","4",NA,1,NA,NA,NA,NA,3,28,1,NA,9
"ST200536","B","4",NA,NA,2,NA,NA,1,4,16,5,NA,5
"ST200537","B","4",NA,NA,7,NA,NA,3,5,11,15,NA,14
"ST200538","B","4",NA,NA,NA,NA,NA,NA,5,25,NA,NA,15
"ST200539","B","4",NA,NA,NA,NA,NA,NA,7,18,3,NA,6
"ST200540","B","4",NA,1,NA,NA,NA,NA,4,21,4,NA,7
"ST200576","B","4",NA,NA,25,1,NA,3,12,18,61,NA,29
"ST200577","B","4",NA,2,2,1,NA,2,16,34,7,NA,28
"ST200578","B","4",NA,2,1,NA,NA,3,7,20,3,NA,11
"ST200579","B","4",NA,6,3,1,NA,3,12,25,25,NA,18
"ST200580","B","4",NA,2,2,1,NA,4,5,36,27,NA,14
NA,"1","5",2018-05-14,NA,NA,NA,NA,NA,2,31,3,NA,11
NA,"10","5",2018-05-14,NA,NA,NA,NA,NA,NA,19,NA,NA,10
NA,"2","5",2018-05-14,1,NA,NA,NA,NA,3,78,4,NA,22
NA,"3","5",2018-05-14,1,NA,NA,NA,NA,1,143,2,NA,21
NA,"4","5",2018-05-14,NA,NA,NA,NA,NA,1,64,1,NA,25
NA,"5","5",2018-05-14,2,NA,NA,NA,NA,1,173,2,NA,39
NA,"6","5",2018-05-14,NA,NA,NA,NA,NA,1,93,2,NA,54
NA,"7","5",2018-05-14,NA,NA,NA,NA,NA,1,100,1,NA,37
NA,"8","5",2018-05-14,NA,NA,NA,NA,NA,NA,27,NA,NA,14
NA,"9","5",2018-05-14,NA,NA,NA,NA,NA,5,52,4,NA,27
NA,"1","5",2018-05-21,1,NA,NA,NA,NA,NA,33,5,NA,5
NA,"10","5",2018-05-21,1,NA,NA,NA,4,2,118,8,NA,29
NA,"2","5",2018-05-21,1,NA,NA,NA,1,1,97,5,NA,13
NA,"3","5",2018-05-21,NA,NA,NA,NA,NA,2,115,3,NA,18
NA,"4","5",2018-05-21,1,NA,NA,NA,NA,NA,25,NA,NA,8
NA,"5","5",2018-05-21,NA,NA,NA,NA,1,1,37,3,NA,14
NA,"6","5",2018-05-21,2,NA,NA,NA,1,1,37,1,NA,11
NA,"7","5",2018-05-21,NA,NA,NA,NA,1,1,70,3,NA,13
NA,"8","5",2018-05-21,2,NA,NA,NA,NA,2,174,7,NA,10
NA,"9","5",2018-05-21,NA,NA,NA,NA,1,1,106,9,NA,12
NA,"1","5",2018-05-29,1,1,NA,NA,3,2,123,5,1,5
NA,"10","5",2018-05-29,3,NA,NA,NA,NA,NA,71,1,NA,8
NA,"2","5",2018-05-29,1,1,NA,NA,1,3,77,3,NA,8
NA,"3","5",2018-05-29,3,1,NA,NA,NA,3,161,1,NA,9
NA,"4","5",2018-05-29,1,NA,NA,NA,1,6,125,4,NA,8
NA,"5","5",2018-05-29,1,1,NA,NA,2,3,101,3,NA,11
NA,"6","5",2018-05-29,NA,NA,NA,NA,NA,3,69,4,NA,8
NA,"7","5",2018-05-29,NA,NA,NA,NA,1,5,189,4,2,4
NA,"8","5",2018-05-29,NA,NA,NA,NA,2,1,98,3,NA,6
NA,"9","5",2018-05-29,NA,1,2,NA,1,NA,144,3,NA,13
NA,"1","5",2018-06-04,NA,3,NA,NA,NA,4,50,8,NA,8
NA,"10","5",2018-06-04,NA,NA,NA,NA,NA,NA,97,1,NA,9
NA,"2","5",2018-06-04,1,3,NA,NA,NA,6,77,3,NA,5
NA,"3","5",2018-06-04,3,NA,1,NA,NA,6,118,8,NA,8
NA,"4","5",2018-06-04,1,3,NA,NA,NA,6,83,4,1,9
NA,"5","5",2018-06-04,NA,1,NA,NA,NA,4,186,7,1,6
NA,"6","5",2018-06-04,NA,1,NA,NA,1,1,73,1,NA,11
NA,"7","5",2018-06-04,2,NA,NA,NA,NA,1,196,2,1,9
NA,"8","5",2018-06-04,NA,NA,NA,NA,NA,1,74,3,NA,NA
NA,"9","5",2018-06-04,NA,1,NA,NA,NA,2,222,4,NA,5
NA,"1","5",2018-06-11,1,3,NA,NA,NA,1,52,3,NA,NA
NA,"10","5",2018-06-11,1,2,NA,NA,NA,1,32,3,NA,1
NA,"2","5",2018-06-11,4,1,NA,NA,NA,NA,44,3,1,3
NA,"3","5",2018-06-11,1,1,NA,NA,NA,4,68,4,NA,12
NA,"4","5",2018-06-11,3,NA,NA,NA,NA,3,52,2,NA,2
NA,"5","5",2018-06-11,NA,NA,NA,NA,NA,2,36,7,NA,4
NA,"6","5",2018-06-11,1,4,NA,NA,NA,1,37,6,NA,8
NA,"7","5",2018-06-11,3,2,NA,NA,NA,4,69,6,NA,2
NA,"8","5",2018-06-11,1,NA,NA,NA,NA,4,66,3,NA,4
NA,"9","5",2018-06-11,NA,3,1,NA,NA,1,48,3,NA,2
NA,"1","5",2018-06-18,NA,3,NA,NA,1,3,18,6,NA,8
NA,"10","5",2018-06-18,2,NA,NA,NA,2,4,21,7,NA,10
NA,"2","5",2018-06-18,2,NA,NA,NA,1,2,22,4,NA,9
NA,"3","5",2018-06-18,1,1,NA,NA,1,6,42,5,NA,8
NA,"4","5",2018-06-18,1,NA,1,NA,1,NA,23,2,NA,13
NA,"5","5",2018-06-18,2,5,NA,NA,2,3,14,10,NA,8
NA,"6","5",2018-06-18,1,2,1,NA,3,6,23,2,NA,17
NA,"7","5",2018-06-18,2,NA,NA,NA,2,NA,20,2,NA,12
NA,"8","5",2018-06-18,NA,NA,NA,NA,NA,1,21,2,NA,2
NA,"9","5",2018-06-18,2,1,NA,NA,1,2,41,10,NA,15
NA,"1","5",2018-06-25,1,2,4,NA,NA,3,21,12,NA,8
NA,"10","5",2018-06-25,1,2,NA,NA,NA,6,14,2,NA,5
NA,"2","5",2018-06-25,1,3,5,NA,3,1,32,4,NA,9
NA,"3","5",2018-06-25,4,1,NA,NA,NA,3,30,7,NA,7
NA,"4","5",2018-06-25,2,NA,NA,NA,NA,NA,34,4,NA,8
NA,"5","5",2018-06-25,2,1,NA,NA,2,1,42,14,NA,6
NA,"6","5",2018-06-25,NA,1,NA,NA,1,NA,40,10,NA,8
NA,"7","5",2018-06-25,3,2,NA,NA,1,2,42,2,NA,6
NA,"8","5",2018-06-25,3,2,1,NA,2,NA,36,2,NA,8
NA,"9","5",2018-06-25,NA,4,NA,NA,NA,1,15,9,NA,8
NA,"1","5",2018-07-02,1,NA,NA,NA,NA,4,43,3,NA,4
NA,"10","5",2018-07-02,NA,NA,1,NA,NA,NA,89,1,NA,3
NA,"2","5",2018-07-02,NA,1,1,NA,NA,4,22,NA,NA,9
NA,"3","5",2018-07-02,2,NA,NA,NA,NA,3,159,1,NA,7
NA,"4","5",2018-07-02,NA,NA,NA,NA,NA,2,76,2,NA,10
NA,"5","5",2018-07-02,NA,1,2,NA,1,NA,31,3,NA,10
NA,"6","5",2018-07-02,3,NA,6,NA,NA,2,79,1,NA,14
NA,"7","5",2018-07-02,1,NA,3,NA,NA,4,57,1,NA,9
NA,"8","5",2018-07-02,2,2,NA,NA,NA,NA,25,3,NA,12
NA,"9","5",2018-07-02,2,NA,NA,NA,NA,3,60,7,NA,10
NA,"1","5",2018-07-09,1,NA,2,NA,NA,3,41,5,NA,22
NA,"10","5",2018-07-09,3,NA,2,NA,1,2,41,1,NA,8
NA,"2","5",2018-07-09,4,1,NA,NA,NA,1,27,1,NA,12
NA,"3","5",2018-07-09,6,2,2,NA,NA,10,24,7,1,14
NA,"4","5",2018-07-09,2,1,1,NA,NA,2,17,NA,NA,13
NA,"5","5",2018-07-09,7,NA,5,NA,1,3,54,NA,1,21
NA,"6","5",2018-07-09,1,NA,5,NA,1,5,33,2,NA,10
NA,"7","5",2018-07-09,3,NA,1,NA,1,8,42,3,NA,18
NA,"8","5",2018-07-09,3,NA,2,NA,NA,1,57,4,1,20
NA,"9","5",2018-07-09,7,1,NA,NA,NA,4,29,4,NA,17
NA,"1","5",2018-07-16,1,NA,NA,NA,1,10,58,3,NA,6
NA,"10","5",2018-07-16,4,2,1,NA,NA,4,9,2,NA,4
NA,"2","5",2018-07-16,7,NA,2,NA,NA,4,41,3,NA,12
NA,"3","5",2018-07-16,5,1,1,NA,NA,1,32,1,NA,11
NA,"4","5",2018-07-16,4,NA,NA,NA,NA,4,19,3,NA,9
NA,"5","5",2018-07-16,5,2,1,NA,NA,5,24,4,NA,15
NA,"6","5",2018-07-16,2,2,4,NA,NA,4,46,5,NA,10
NA,"7","5",2018-07-16,13,1,4,NA,1,3,44,5,1,12
NA,"8","5",2018-07-16,1,1,2,NA,NA,3,23,2,NA,9
NA,"9","5",2018-07-16,5,1,3,NA,1,4,27,7,NA,13
NA,"1","5",2018-07-23,2,NA,NA,NA,1,1,23,NA,NA,11
NA,"2","5",2018-07-23,2,1,NA,NA,NA,3,20,4,NA,9
NA,"3","5",2018-07-23,NA,NA,NA,NA,NA,NA,7,NA,NA,8
NA,"4","5",2018-07-23,NA,NA,NA,NA,NA,NA,9,NA,NA,7
NA,"5","5",2018-07-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,14
NA,"6","5",2018-07-23,NA,NA,NA,NA,NA,2,NA,NA,NA,8
NA,"1","5",2018-07-30,3,1,1,NA,1,1,36,NA,NA,7
NA,"10","5",2018-07-30,NA,NA,NA,NA,NA,6,10,NA,NA,5
NA,"2","5",2018-07-30,2,NA,NA,NA,NA,1,8,2,NA,4
NA,"3","5",2018-07-30,NA,NA,NA,NA,1,NA,20,NA,NA,3
NA,"4","5",2018-07-30,NA,NA,NA,NA,NA,2,9,1,NA,3
NA,"5","5",2018-07-30,1,NA,1,NA,5,3,28,1,NA,4
NA,"6","5",2018-07-30,NA,NA,3,NA,4,NA,10,NA,NA,2
NA,"7","5",2018-07-30,1,NA,NA,NA,1,3,44,NA,NA,3
NA,"8","5",2018-07-30,NA,1,NA,NA,1,NA,19,4,NA,3
NA,"9","5",2018-07-30,NA,NA,NA,NA,NA,2,8,2,NA,2
NA,"1","5",2018-08-06,2,NA,NA,NA,NA,1,16,2,NA,3
NA,"10","5",2018-08-06,1,NA,NA,NA,NA,3,4,NA,NA,NA
NA,"2","5",2018-08-06,2,NA,NA,NA,NA,3,14,NA,NA,3
NA,"3","5",2018-08-06,1,NA,NA,NA,NA,2,23,NA,NA,2
NA,"4","5",2018-08-06,1,NA,NA,NA,NA,3,37,NA,NA,2
NA,"5","5",2018-08-06,3,NA,1,NA,2,1,9,3,NA,NA
NA,"6","5",2018-08-06,1,NA,NA,NA,NA,6,10,NA,NA,2
NA,"7","5",2018-08-06,4,NA,NA,NA,3,2,16,1,NA,NA
NA,"8","5",2018-08-06,NA,NA,NA,NA,5,NA,8,NA,NA,2
NA,"9","5",2018-08-06,2,NA,NA,NA,NA,3,14,2,NA,1
NA,"1","5",2018-08-13,NA,1,1,NA,1,NA,16,NA,NA,5
NA,"10","5",2018-08-13,1,NA,1,NA,1,6,15,1,NA,NA
NA,"2","5",2018-08-13,NA,1,1,NA,NA,1,10,1,NA,2
NA,"3","5",2018-08-13,1,NA,NA,NA,NA,1,16,1,NA,3
NA,"4","5",2018-08-13,NA,NA,NA,NA,NA,3,11,NA,NA,NA
NA,"5","5",2018-08-13,1,NA,NA,NA,NA,NA,18,1,NA,NA
NA,"6","5",2018-08-13,NA,NA,NA,NA,2,2,18,NA,NA,3
NA,"7","5",2018-08-13,NA,NA,NA,NA,3,3,11,NA,NA,4
NA,"8","5",2018-08-13,2,NA,NA,NA,2,NA,1,NA,NA,1
NA,"9","5",2018-08-13,1,NA,2,NA,NA,2,4,1,NA,1
NA,"1","5",2018-08-20,NA,NA,NA,NA,NA,NA,10,NA,NA,1
NA,"10","5",2018-08-20,1,NA,NA,NA,NA,NA,9,2,NA,NA
NA,"2","5",2018-08-20,NA,NA,1,NA,NA,4,15,NA,NA,1
NA,"3","5",2018-08-20,NA,NA,2,NA,NA,2,5,NA,NA,3
NA,"4","5",2018-08-20,NA,NA,NA,NA,NA,2,13,3,NA,3
NA,"5","5",2018-08-20,NA,NA,NA,NA,NA,1,20,NA,NA,6
NA,"6","5",2018-08-20,NA,1,NA,NA,NA,NA,19,NA,NA,1
NA,"7","5",2018-08-20,NA,NA,NA,NA,NA,2,15,NA,NA,6
NA,"8","5",2018-08-20,1,NA,NA,NA,NA,3,8,NA,NA,4
NA,"9","5",2018-08-20,1,NA,1,NA,1,NA,11,NA,NA,4
NA,"1","5",2018-08-27,NA,2,NA,NA,NA,NA,12,NA,NA,3
NA,"10","5",2018-08-27,NA,NA,NA,NA,NA,1,6,NA,NA,1
NA,"2","5",2018-08-27,2,NA,1,NA,NA,1,21,NA,NA,2
NA,"3","5",2018-08-27,1,NA,NA,NA,NA,2,10,2,NA,1
NA,"4","5",2018-08-27,1,NA,NA,NA,2,NA,3,1,NA,3
NA,"5","5",2018-08-27,NA,NA,NA,NA,NA,NA,8,2,NA,NA
NA,"6","5",2018-08-27,1,NA,4,NA,NA,1,5,3,NA,NA
NA,"7","5",2018-08-27,2,NA,2,NA,NA,NA,5,NA,NA,NA
NA,"8","5",2018-08-27,NA,NA,1,NA,2,3,7,1,NA,3
NA,"9","5",2018-08-27,NA,NA,1,NA,NA,1,6,NA,NA,1
NA,"1","5",2018-09-04,NA,NA,1,NA,NA,1,12,2,NA,5
NA,"10","5",2018-09-04,NA,NA,NA,NA,1,NA,5,2,NA,5
NA,"2","5",2018-09-04,1,NA,NA,NA,NA,NA,8,2,NA,6
NA,"3","5",2018-09-04,NA,NA,NA,NA,NA,NA,17,NA,NA,3
NA,"4","5",2018-09-04,NA,NA,NA,NA,NA,NA,7,NA,NA,1
NA,"5","5",2018-09-04,NA,NA,NA,NA,NA,2,13,NA,NA,3
NA,"6","5",2018-09-04,NA,NA,NA,NA,NA,NA,9,1,NA,7
NA,"7","5",2018-09-04,NA,NA,NA,NA,NA,2,9,NA,NA,10
NA,"8","5",2018-09-04,NA,NA,NA,NA,NA,NA,3,NA,NA,1
NA,"9","5",2018-09-04,NA,1,NA,NA,NA,NA,16,3,NA,7
NA,"1","5",2018-09-10,NA,NA,NA,NA,NA,NA,14,NA,NA,4
NA,"10","5",2018-09-10,NA,NA,NA,NA,NA,NA,4,NA,NA,4
NA,"2","5",2018-09-10,NA,NA,NA,NA,NA,NA,4,3,NA,4
NA,"3","5",2018-09-10,1,NA,NA,NA,NA,NA,3,NA,NA,NA
NA,"4","5",2018-09-10,NA,NA,NA,NA,NA,NA,7,3,NA,4
NA,"5","5",2018-09-10,NA,NA,NA,NA,NA,NA,7,2,NA,3
NA,"6","5",2018-09-10,NA,NA,NA,NA,NA,NA,5,2,NA,4
NA,"7","5",2018-09-10,NA,NA,NA,NA,1,NA,6,7,NA,2
NA,"8","5",2018-09-10,NA,NA,NA,NA,1,1,5,NA,NA,3
NA,"9","5",2018-09-10,NA,NA,NA,NA,NA,NA,2,2,NA,4
NA,"1","5",2018-09-17,NA,NA,NA,NA,NA,NA,12,NA,NA,1
NA,"10","5",2018-09-17,NA,NA,NA,NA,NA,NA,3,NA,NA,1
NA,"2","5",2018-09-17,NA,NA,NA,NA,NA,NA,6,NA,NA,5
NA,"3","5",2018-09-17,NA,NA,NA,NA,NA,NA,1,2,NA,2
NA,"4","5",2018-09-17,NA,NA,NA,NA,NA,NA,10,1,NA,NA
NA,"5","5",2018-09-17,1,NA,NA,NA,NA,NA,6,3,NA,NA
NA,"6","5",2018-09-17,NA,NA,NA,NA,NA,NA,10,1,NA,2
NA,"7","5",2018-09-17,NA,NA,NA,NA,NA,NA,5,NA,NA,NA
NA,"8","5",2018-09-17,NA,NA,NA,NA,NA,NA,3,1,NA,3
NA,"9","5",2018-09-17,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,"1","5",2018-09-24,NA,NA,NA,NA,NA,1,6,4,NA,1
NA,"10","5",2018-09-24,NA,NA,NA,NA,NA,NA,9,2,NA,1
NA,"2","5",2018-09-24,NA,NA,NA,NA,NA,NA,7,NA,NA,NA
NA,"3","5",2018-09-24,NA,NA,NA,NA,NA,NA,9,2,NA,NA
NA,"4","5",2018-09-24,NA,NA,NA,NA,NA,NA,6,1,NA,NA
NA,"5","5",2018-09-24,NA,NA,NA,NA,NA,NA,7,3,NA,3
NA,"6","5",2018-09-24,2,1,NA,NA,NA,NA,10,1,NA,3
NA,"7","5",2018-09-24,NA,NA,NA,NA,NA,NA,7,2,NA,NA
NA,"8","5",2018-09-24,NA,NA,NA,NA,NA,NA,11,NA,NA,NA
NA,"9","5",2018-09-24,2,NA,NA,NA,NA,NA,9,1,NA,2
NA,"1","5",2018-10-01,NA,NA,NA,NA,NA,1,6,NA,NA,NA
NA,"10","5",2018-10-01,1,NA,NA,NA,NA,NA,10,NA,NA,1
NA,"2","5",2018-10-01,NA,NA,NA,NA,NA,NA,7,NA,NA,2
NA,"3","5",2018-10-01,1,NA,NA,NA,NA,NA,15,2,NA,3
NA,"4","5",2018-10-01,1,NA,NA,NA,NA,NA,7,NA,NA,2
NA,"5","5",2018-10-01,NA,NA,NA,NA,NA,NA,13,3,NA,1
